,gender,age,education,activity_work,educational_level,voted,party,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,ppltrst,pplfair,pplhlp,atchctr,atcherp
17997,Male,55,8.0,1,mid_educated,1,People's Party for Freedom and Democracy,7,8,7,4,4,4,7,7,7,4,10,8
17998,Male,57,9.0,1,mid_educated,1,Christian Union,5,8,8,5,5,4,6,8,8,7,6,6
17999,Female,59,14.0,8,highly_educated,1,Christian Democratic Appeal,4,6,7,5,7,6,88,8,7,4,8,5
18000,Female,24,15.0,2,highly_educated,1,Volt,8,8,9,7,7,7,8,8,9,7,7,6
18001,Male,67,3.0,6,lower_educated,1,BoerBurgerBeweging,4,5,5,2,2,88,8,7,7,6,7,6
18002,Male,36,14.0,1,highly_educated,1,Green Left,8,9,7,8,7,7,5,9,8,9,7,7
18003,Female,61,16.0,1,highly_educated,1,Democrats '66,7,7,8,7,6,6,7,7,7,5,10,7
18004,Male,52,10.0,1,mid_educated,1,Party for Freedom,5,5,6,4,4,3,6,5,6,6,5,4
18005,Male,16,2.0,2,lower_educated,3,Not applicable*,5,8,7,7,7,8,6,7,2,6,6,6
18006,Male,76,7.0,6,mid_educated,1,Christian Democratic Appeal,5,7,8,6,6,4,6,7,7,3,8,8
18007,Male,63,6.0,6,mid_educated,1,Democrats '66,4,5,7,1,3,3,6,2,7,5,6,3
18008,Male,65,13.0,1,highly_educated,1,Labour Party,6,9,8,6,6,5,6,8,8,8,9,8
18009,Male,31,3.0,1,lower_educated,1,Don't know*,7,8,6,9,8,9,8,3,2,1,9,7
18010,Female,57,13.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,8,7,7,6,7,7,4,7,5,8,8
18011,Male,43,10.0,1,mid_educated,1,Forum for Democracy,3,1,4,2,8,1,4,8,6,4,8,7
18012,Female,31,9.0,1,mid_educated,1,Party for Freedom,5,7,8,3,3,7,7,5,7,6,8,7
18013,Female,47,13.0,1,highly_educated,1,Green Left,5,5,6,5,4,5,4,7,6,7,8,7
18014,Female,56,9.0,1,mid_educated,1,Christian Union,8,10,9,6,7,7,7,7,7,8,10,10
18015,Female,61,3.0,5,lower_educated,1,Socialist Party,3,6,10,3,0,4,88,8,6,3,9,4
18016,Female,18,4.0,2,lower_educated,3,Not applicable*,7,8,8,7,6,8,7,7,8,9,6,7
18017,Female,17,4.0,2,lower_educated,3,Not applicable*,6,7,7,6,6,7,7,5,6,6,4,4
18018,Female,49,17.0,1,highly_educated,1,Democrats '66,7,9,8,5,7,7,6,8,7,7,9,7
18019,Male,64,3.0,1,lower_educated,1,BoerBurgerBeweging,4,5,7,5,5,4,5,7,7,8,9,4
18020,Female,47,6.0,1,mid_educated,2,Not applicable*,5,6,6,5,5,88,88,6,8,7,8,7
18021,Female,57,8.0,1,mid_educated,1,Don't know*,4,6,6,4,4,4,5,7,5,6,7,5
18022,Female,55,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,8,5,3,3,6,3,8,6,7,10,4
18023,Female,50,14.0,1,highly_educated,2,Not applicable*,5,7,0,8,7,0,88,5,7,8,6,5
18024,Female,44,10.0,1,mid_educated,1,Labour Party,1,5,6,1,1,0,1,7,5,7,6,8
18025,Female,83,2.0,6,lower_educated,1,Labour Party,5,6,7,6,6,7,7,8,7,9,8,7
18026,Female,28,14.0,1,highly_educated,1,Party for the Animals,3,6,8,2,3,5,5,7,7,6,6,6
18027,Female,81,4.0,6,lower_educated,1,Labour Party,7,8,7,7,6,88,0,3,7,7,5,5
18028,Female,85,4.0,6,lower_educated,1,People's Party for Freedom and Democracy,5,5,2,5,3,3,3,5,5,3,6,6
18029,Male,51,16.0,1,highly_educated,1,Christian Union,6,5,7,5,7,4,6,5,9,8,8,5
18030,Male,16,2.0,2,lower_educated,3,Not applicable*,6,4,7,5,6,6,88,3,2,5,3,88
18031,Female,35,14.0,1,highly_educated,1,Christian Democratic Appeal,5,7,7,3,3,2,6,6,7,7,8,4
18032,Female,27,16.0,1,highly_educated,1,Democrats '66,7,8,8,6,6,8,8,7,7,5,6,6
18033,Male,64,3.0,1,lower_educated,2,Not applicable*,2,5,8,2,4,2,8,7,6,4,3,2
18034,Female,41,10.0,5,mid_educated,1,JA21,4,4,7,4,4,4,4,8,7,4,8,7
18035,Female,58,17.0,1,highly_educated,1,Party for the Animals,8,9,7,7,7,6,8,8,8,5,6,3
18036,Female,35,9.0,5,mid_educated,1,Party for Freedom,1,6,8,1,1,0,3,6,5,5,8,4
18037,Male,61,10.0,1,mid_educated,1,Reformed Political Party,6,7,8,6,7,7,6,7,8,7,9,5
18038,Female,59,6.0,1,mid_educated,1,People's Party for Freedom and Democracy,9,9,7,9,9,88,8,2,4,4,8,7
18039,Male,57,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,8,8,7,7,5,5,5,5,5,10,8
18040,Male,65,9.0,6,mid_educated,1,Democrats '66,4,8,10,8,8,10,8,6,5,3,2,2
18041,Female,23,12.0,2,highly_educated,1,Christian Union,8,7,8,6,7,8,7,8,7,6,8,7
18042,Female,61,13.0,1,highly_educated,1,Socialist Party,0,5,6,4,5,5,88,5,6,6,9,9
18043,Male,67,3.0,5,lower_educated,1,Socialist Party,4,7,7,4,3,4,7,8,5,5,7,5
18044,Male,33,14.0,1,highly_educated,1,Party for the Animals,7,7,4,6,8,7,7,8,7,5,6,7
18045,Female,49,16.0,1,highly_educated,3,Not applicable*,4,4,4,3,5,4,6,6,8,4,5,1
18046,Male,71,9.0,6,mid_educated,1,50PLUS,5,5,8,5,5,4,4,5,5,4,9,9
18047,Female,44,16.0,8,highly_educated,1,Party for the Animals,8,9,8,7,7,8,8,8,8,7,8,6
18048,Female,40,5555.0,1,,3,Not applicable*,6,6,6,6,6,6,5,5,8,8,6,6
18049,Female,46,10.0,1,mid_educated,1,BoerBurgerBeweging,1,2,7,0,2,0,6,6,7,6,10,5
18050,Male,29,5555.0,1,,3,Not applicable*,88,8,88,88,88,88,8,88,88,88,5,5
18051,Male,77,10.0,6,mid_educated,1,Labour Party,2,5,5,6,6,7,7,6,3,5,8,6
18052,Male,46,13.0,1,highly_educated,1,People's Party for Freedom and Democracy,10,10,8,7,7,8,8,6,8,7,7,5
18053,Female,52,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,8,8,5,6,7,7,8,9,5,8,4
18054,Male,89,2.0,6,lower_educated,2,Not applicable*,7,8,8,7,7,6,7,7,7,7,7,5
18055,Female,19,4.0,1,lower_educated,1,Christian Democratic Appeal,7,7,6,6,6,7,7,4,5,3,7,7
18056,Male,58,3.0,1,lower_educated,1,BoerBurgerBeweging,7,8,8,6,6,7,8,8,7,7,8,7
18057,Female,70,3.0,6,lower_educated,1,BoerBurgerBeweging,3,7,8,2,2,1,7,8,7,2,10,7
18058,Female,51,17.0,1,highly_educated,1,Democrats '66,7,6,7,6,6,3,7,7,8,7,8,6
18059,Male,31,17.0,1,highly_educated,1,JA21,3,3,1,0,0,0,88,2,5,3,3,0
18060,Female,32,17.0,8,highly_educated,1,Democrats '66,4,6,8,3,4,5,7,4,7,7,7,5
18061,Male,20,3.0,1,lower_educated,2,Not applicable*,3,3,2,3,3,6,88,3,4,4,4,4
18062,Male,22,6.0,2,mid_educated,2,Not applicable*,5,4,8,2,2,7,5,6,5,4,9,2
18063,Male,56,9.0,1,mid_educated,1,People's Party for Freedom and Democracy,2,4,7,1,3,1,7,8,8,7,10,4
18064,Female,56,6.0,1,mid_educated,1,People's Party for Freedom and Democracy,5,6,7,6,7,5,5,3,7,4,5,4
18065,Female,71,4.0,8,lower_educated,1,Party for Freedom,3,5,7,0,0,0,5,3,4,4,8,4
18066,Female,60,3.0,1,lower_educated,1,Party for Freedom,2,3,2,3,3,3,3,2,3,5,6,3
18067,Male,23,15.0,1,highly_educated,1,Forum for Democracy,4,6,8,4,4,2,4,7,6,6,8,2
18068,Female,80,13.0,6,highly_educated,1,Christian Democratic Appeal,5,8,9,5,4,8,5,7,9,5,7,7
18069,Female,67,9.0,6,mid_educated,1,Green Left,6,6,7,5,6,6,6,6,6,4,5,5
18070,Female,46,9.0,1,mid_educated,2,Not applicable*,4,6,7,6,6,5,5,7,7,7,7,6
18071,Female,72,3.0,6,lower_educated,1,Christian Democratic Appeal,4,4,6,4,4,3,6,5,6,6,8,3
18072,Female,49,10.0,8,mid_educated,1,People's Party for Freedom and Democracy,5,6,8,5,4,6,6,7,8,6,8,5
18073,Female,21,5.0,2,lower_educated,3,Not applicable*,1,4,5,3,2,3,4,5,5,4,8,2
18074,Female,22,14.0,1,highly_educated,1,Forum for Democracy,2,2,4,2,2,2,2,4,4,5,1,1
18075,Male,24,10.0,1,mid_educated,2,Not applicable*,2,8,9,1,2,88,88,7,7,5,1,0
18076,Male,70,17.0,6,highly_educated,1,Green Left,6,10,9,8,5,8,3,8,8,7,10,8
18077,Female,75,8.0,6,mid_educated,1,50PLUS,3,6,7,5,6,5,8,7,7,8,8,8
18078,Male,42,2.0,1,lower_educated,2,Not applicable*,7,8,8,6,6,7,7,6,7,4,7,7
18079,Male,52,11.0,1,mid_educated,1,Christian Union,5,6,7,4,4,88,88,7,6,7,7,6
18080,Male,29,9.0,1,mid_educated,1,Democrats '66,6,2,7,6,6,5,4,8,8,7,7,6
18081,Male,52,13.0,1,highly_educated,1,Refusal*,6,5,8,6,5,6,6,5,7,7,5,5
18082,Male,76,3.0,6,lower_educated,1,Christian Democratic Appeal,0,0,5,0,0,0,0,8,9,5,6,6
18083,Male,43,9.0,1,mid_educated,1,Christian Democratic Appeal,3,7,8,3,3,4,88,8,7,6,8,7
18084,Male,54,16.0,1,highly_educated,1,Christian Union,7,9,9,6,3,6,7,9,9,4,8,5
18085,Female,55,14.0,4,highly_educated,1,Democrats '66,6,7,5,6,5,6,6,7,5,5,8,8
18086,Female,70,14.0,6,highly_educated,1,Volt,3,4,8,5,5,6,8,8,8,7,7,8
18087,Male,26,7.0,2,mid_educated,1,Green Left,7,8,8,5,5,7,8,6,7,4,8,7
18088,Female,24,12.0,2,highly_educated,2,Not applicable*,5,9,4,2,3,6,5,8,7,7,6,2
18089,Female,58,10.0,1,mid_educated,1,Forum for Democracy,2,2,8,2,2,1,4,5,8,8,7,4
18090,Male,74,4.0,6,lower_educated,1,JA21,5,5,7,3,6,5,5,4,4,3,5,0
18091,Female,38,4.0,5,lower_educated,2,Not applicable*,4,5,5,4,3,5,5,0,2,1,8,8
18092,Male,37,17.0,1,highly_educated,1,Labour Party,7,8,7,5,4,7,7,5,5,7,8,0
18093,Female,72,3.0,6,lower_educated,1,Refusal*,0,0,0,0,5,88,88,7,7,7,6,0
18094,Male,65,10.0,1,mid_educated,1,People's Party for Freedom and Democracy,7,7,6,6,6,6,6,7,7,6,8,8
18095,Female,51,9.0,1,mid_educated,1,Other,5,5,3,4,6,6,6,7,7,7,7,7
18096,Female,20,6.0,2,mid_educated,2,Not applicable*,6,7,7,6,7,7,7,6,6,5,4,7
18097,Male,49,10.0,1,mid_educated,1,People's Party for Freedom and Democracy,4,7,5,3,3,3,3,6,7,5,8,6
18098,Female,41,9.0,8,mid_educated,1,JA21,1,4,8,0,2,0,2,4,5,5,7,5
18099,Female,50,3.0,8,lower_educated,1,Don't know*,5,5,9,5,6,88,88,7,7,5,7,5
18100,Female,999,14.0,8,highly_educated,2,Not applicable*,8,88,88,10,10,88,7,7,10,8,8,5
18101,Male,21,7.0,2,mid_educated,3,Not applicable*,4,5,7,5,6,8,7,7,7,5,7,6
18102,Female,32,14.0,1,highly_educated,1,Democrats '66,6,7,8,5,5,6,6,6,8,5,6,3
18103,Female,31,17.0,4,highly_educated,1,Party for the Animals,7,9,7,6,8,7,7,8,7,4,6,6
18104,Female,61,6.0,1,mid_educated,1,Green Left,7,8,7,7,7,7,7,8,7,7,8,5
18105,Female,62,3.0,5,lower_educated,1,Socialist Party,3,8,9,5,7,1,5,5,8,8,3,2
18106,Female,61,9.0,8,mid_educated,1,Don't know*,4,5,7,6,5,5,4,7,7,6,8,5
18107,Female,17,2.0,2,lower_educated,3,Not applicable*,8,8,7,7,6,6,7,8,7,6,6,5
18108,Male,67,16.0,6,highly_educated,1,50PLUS,6,7,7,4,4,4,5,8,8,7,8,8
18109,Female,71,9.0,6,mid_educated,1,Socialist Party,1,5,8,0,0,5,88,6,5,5,8,8
18110,Male,31,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,7,1,1,2,5,0,5,5,3,9,9
18111,Male,49,6.0,1,mid_educated,1,People's Party for Freedom and Democracy,7,7,7,6,6,8,7,3,7,4,8,5
18112,Male,56,14.0,1,highly_educated,1,Christian Union,8,8,8,6,6,6,7,7,8,7,9,6
18113,Female,26,17.0,1,highly_educated,1,Christian Union,7,8,8,6,6,7,7,6,6,4,7,6
18114,Male,31,16.0,1,highly_educated,1,Democrats '66,7,8,7,5,6,6,6,7,7,6,6,5
18115,Male,65,17.0,1,highly_educated,1,JA21,5,5,6,6,5,4,4,7,7,6,6,6
18116,Female,55,2.0,5,lower_educated,1,Party for Freedom,2,0,8,0,7,0,4,0,0,0,8,5
18117,Female,72,14.0,6,highly_educated,1,Green Left,3,5,7,3,4,6,4,7,6,7,9,8
18118,Male,75,2.0,6,lower_educated,2,Not applicable*,5,8,8,5,5,5,8,8,8,8,5,5
18119,Male,71,14.0,6,highly_educated,1,Don't know*,6,6,7,5,5,4,5,7,7,6,4,4
18120,Female,60,9.0,1,mid_educated,1,Christian Democratic Appeal,4,6,6,5,6,6,7,7,7,7,7,7
18121,Male,52,10.0,1,mid_educated,1,People's Party for Freedom and Democracy,5,8,8,5,5,6,6,10,10,10,8,5
18122,Male,69,8.0,6,mid_educated,2,Not applicable*,4,3,3,4,3,4,5,4,4,5,0,0
18123,Male,58,17.0,1,highly_educated,1,Democrats '66,7,8,7,7,7,7,6,8,9,7,7,7
18124,Male,27,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,8,9,8,7,7,7,8,8,8,6,7,3
18125,Female,48,16.0,1,highly_educated,1,Democrats '66,8,9,9,7,6,7,8,8,8,6,8,8
18126,Male,47,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,6,6,5,5,4,5,7,8,7,7,5
18127,Male,37,10.0,1,mid_educated,1,Don't know*,5,3,6,2,4,4,7,3,5,4,4,5
18128,Female,63,9.0,6,mid_educated,1,People's Party for Freedom and Democracy,6,5,8,5,4,6,6,6,6,6,8,8
18129,Male,35,14.0,1,highly_educated,1,Volt,7,9,8,7,7,7,8,8,9,5,5,6
18130,Female,61,3.0,8,lower_educated,1,Christian Democratic Appeal,6,6,6,5,5,6,7,7,8,6,7,3
18131,Female,65,7.0,5,mid_educated,1,People's Party for Freedom and Democracy,2,6,6,2,2,2,2,8,7,7,7,5
18132,Male,73,10.0,6,mid_educated,1,Socialist Party,1,6,7,1,1,1,8,4,7,8,8,6
18133,Female,35,14.0,2,highly_educated,1,People's Party for Freedom and Democracy,8,7,8,7,7,9,8,6,8,7,6,9
18134,Female,61,18.0,1,highly_educated,1,Green Left,8,10,8,8,9,8,8,9,8,7,8,8
18135,Male,35,6.0,1,mid_educated,1,Green Left,8,9,7,7,8,9,8,8,9,7,4,4
18136,Female,27,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,4,6,5,1,1,4,6,7,8,6,6,5
18137,Female,23,14.0,1,highly_educated,1,Green Left,2,7,8,4,5,6,7,7,4,6,6,7
18138,Male,64,4.0,1,lower_educated,1,People's Party for Freedom and Democracy,3,4,7,3,3,3,4,8,8,4,5,4
18139,Female,53,10.0,1,mid_educated,1,People's Party for Freedom and Democracy,6,7,8,6,6,6,6,7,7,6,7,7
18140,Male,35,10.0,1,mid_educated,1,Democrats '66,7,8,8,6,6,6,7,7,9,7,8,6
18141,Male,77,16.0,6,highly_educated,1,People's Party for Freedom and Democracy,7,9,8,6,6,7,5,5,5,7,7,6
18142,Female,49,17.0,1,highly_educated,1,Christian Democratic Appeal,9,8,9,7,7,9,9,7,7,7,9,8
18143,Female,68,3.0,6,lower_educated,1,Christian Democratic Appeal,2,5,9,2,3,3,88,2,4,4,8,8
18144,Male,77,16.0,6,highly_educated,1,JA21,6,6,6,6,6,6,7,6,6,6,8,7
18145,Male,50,4.0,5,lower_educated,1,People's Party for Freedom and Democracy,8,7,5,8,8,88,88,3,3,3,6,3
18146,Female,70,14.0,6,highly_educated,1,Party for the Animals,6,8,9,5,8,6,7,8,8,5,6,9
18147,Male,26,17.0,1,highly_educated,1,Green Left,9,9,8,7,8,8,8,9,9,8,9,8
18148,Male,33,13.0,1,highly_educated,1,Christian Democratic Appeal,6,7,7,6,6,88,88,7,6,4,6,6
18149,Male,32,10.0,1,mid_educated,1,Party for Freedom,5,6,5,4,4,1,5,7,7,8,6,0
18150,Female,49,14.0,1,highly_educated,1,Party for the Animals,7,9,8,7,5,6,88,8,9,5,8,7
18151,Male,27,14.0,1,highly_educated,1,Democrats '66,7,8,8,6,6,7,4,8,8,8,7,9
18152,Female,43,2.0,8,lower_educated,2,Not applicable*,6,10,9,8,8,5,9,5,7,6,8,2
18153,Female,54,15.0,1,highly_educated,1,People's Party for Freedom and Democracy,8,8,8,7,6,5,6,7,7,7,8,6
18154,Male,56,4.0,1,lower_educated,2,Not applicable*,2,1,5,1,2,5,7,4,6,3,6,7
18155,Male,72,17.0,8,highly_educated,1,Democrats '66,4,8,9,6,5,6,7,9,8,7,10,10
18156,Male,53,17.0,1,highly_educated,3,Not applicable*,8,10,8,7,6,7,7,7,6,5,8,7
18157,Female,19,7.0,2,mid_educated,2,Not applicable*,7,8,7,7,7,8,7,7,6,4,6,7
18158,Male,27,10.0,1,mid_educated,2,Not applicable*,5,7,8,8,5,4,4,7,7,8,6,6
18159,Male,54,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,8,7,7,7,6,7,7,7,5,7,6
18160,Male,16,4.0,2,lower_educated,3,Not applicable*,7,6,7,4,4,4,88,5,6,6,5,2
18161,Male,23,15.0,1,highly_educated,1,Democrats '66,6,9,8,6,6,7,8,8,7,4,7,8
18162,Male,72,14.0,6,highly_educated,1,Christian Democratic Appeal,7,7,8,5,6,5,7,8,8,8,8,3
